Date,Open,High,Low,Close,Adj Close,Volume
2022-12-08,3.2799999713897705,3.829999923706055,3.200000047683716,3.240000009536743,3.240000009536743,3250500
2022-12-09,3.430000066757202,3.849999904632568,3.2300000190734863,3.839999914169312,3.839999914169312,7078200
2022-12-12,3.759999990463257,3.759999990463257,3.3299999237060547,3.509999990463257,3.509999990463257,1162900
2022-12-13,3.7799999713897705,3.880000114440918,3.609999895095825,3.7200000286102295,3.7200000286102295,867700
2022-12-14,3.690000057220459,4.03000020980835,3.640000104904175,3.869999885559082,3.869999885559082,757500
2022-12-15,4.050000190734863,4.099999904632568,3.75,3.75,3.75,1148600
2022-12-16,3.819999933242798,4.099999904632568,3.7799999713897705,4.019999980926514,4.019999980926514,1030200
2022-12-19,4.0,4.010000228881836,3.5999999046325684,3.670000076293945,3.670000076293945,763400
2022-12-20,3.559999942779541,3.819999933242798,3.559999942779541,3.740000009536743,3.740000009536743,431500
2022-12-21,3.7300000190734863,4.21999979019165,3.634999990463257,4.119999885559082,4.119999885559082,1106100
2022-12-22,4.199999809265137,4.199999809265137,3.940000057220459,3.9700000286102295,3.9700000286102295,493000
2022-12-23,3.950000047683716,4.079999923706055,3.940000057220459,4.019999980926514,4.019999980926514,347900
2022-12-27,4.03000020980835,4.03000020980835,3.75,3.900000095367432,3.900000095367432,521600
2022-12-28,3.829999923706055,4.019999980926514,3.819999933242798,3.930000066757202,3.930000066757202,408700
2022-12-29,3.849999904632568,4.099999904632568,3.700000047683716,4.090000152587891,4.090000152587891,508600
2022-12-30,3.910000085830689,4.199999809265137,3.910000085830689,3.910000085830689,3.910000085830689,478700
2023-01-03,4.079999923706055,4.369999885559082,3.950000047683716,4.0,4.0,767400
2023-01-04,4.230000019073486,4.53000020980835,4.090000152587891,4.5,4.5,685700
2023-01-05,4.420000076293945,4.659999847412109,4.25,4.53000020980835,4.53000020980835,657800
2023-01-06,4.519999980926514,4.679999828338623,4.360000133514404,4.489999771118164,4.489999771118164,547600
2023-01-09,4.610000133514404,4.670000076293945,4.409999847412109,4.429999828338623,4.429999828338623,515300
2023-01-10,4.519999980926514,4.670000076293945,4.46999979019165,4.579999923706055,4.579999923706055,994800
2023-01-11,4.599999904632568,4.644999980926514,4.239999771118164,4.360000133514404,4.360000133514404,540800
2023-01-12,4.300000190734863,4.510000228881836,4.255000114440918,4.429999828338623,4.429999828338623,345500
2023-01-13,4.460000038146973,4.820000171661377,4.394999980926514,4.789999961853027,4.789999961853027,606500
2023-01-17,4.619999885559082,4.760000228881836,4.309999942779541,4.309999942779541,4.309999942779541,601400
2023-01-18,4.369999885559082,4.570000171661377,4.050000190734863,4.090000152587891,4.090000152587891,524400
2023-01-19,4.099999904632568,4.139999866485596,3.75,3.829999923706055,3.829999923706055,1123100
2023-01-20,3.990000009536743,4.210000038146973,3.934999942779541,4.170000076293945,4.170000076293945,594600
2023-01-23,4.199999809265137,4.579999923706055,4.199999809265137,4.579999923706055,4.579999923706055,585000
2023-01-24,4.5,4.570000171661377,4.329999923706055,4.329999923706055,4.329999923706055,364500
2023-01-25,4.230000019073486,4.400000095367432,4.159999847412109,4.190000057220459,4.190000057220459,277600
2023-01-26,4.329999923706055,4.5,4.079999923706055,4.159999847412109,4.159999847412109,496400
2023-01-27,4.139999866485596,4.320000171661377,3.990000009536743,4.119999885559082,4.119999885559082,460300
2023-01-30,4.0,4.070000171661377,3.920000076293945,3.9700000286102295,3.9700000286102295,479300
