Date,Open,High,Low,Close,Adj Close,Volume
2022-12-08,6.449999809265137,6.5,6.309999942779541,6.309999942779541,6.309999942779541,700
2022-12-09,6.320000171661377,6.659999847412109,6.320000171661377,6.659999847412109,6.659999847412109,2400
2022-12-12,6.360000133514404,6.630000114440918,6.360000133514404,6.630000114440918,6.630000114440918,900
2022-12-13,6.440000057220459,6.440000057220459,6.440000057220459,6.440000057220459,6.440000057220459,400
2022-12-14,6.349999904632568,6.349999904632568,6.269999980926514,6.300000190734863,6.300000190734863,2300
2022-12-15,6.099999904632568,6.550000190734863,6.099999904632568,6.539999961853027,6.539999961853027,7500
2022-12-16,6.489999771118164,6.539999961853027,6.210000038146973,6.360000133514404,6.360000133514404,6300
2022-12-19,6.199999809265137,6.300000190734863,5.980000019073486,6.050000190734863,6.050000190734863,9300
2022-12-20,6.050000190734863,6.449999809265137,6.050000190734863,6.25,6.25,3300
2022-12-21,6.269999980926514,6.269999980926514,6.269999980926514,6.269999980926514,6.269999980926514,1200
2022-12-22,5.760000228881836,6.360000133514404,5.760000228881836,6.03000020980835,6.03000020980835,7400
2022-12-23,6.0,6.059999942779541,5.929999828338623,6.019999980926514,6.019999980926514,3800
2022-12-27,6.119999885559082,6.210000038146973,6.050000190734863,6.210000038146973,6.210000038146973,1300
2022-12-28,6.019999980926514,6.21999979019165,5.800000190734863,6.110000133514404,6.110000133514404,7500
2022-12-29,6.320000171661377,6.320000171661377,6.320000171661377,6.320000171661377,6.320000171661377,500
2022-12-30,6.610000133514404,6.610000133514404,6.300000190734863,6.300000190734863,6.300000190734863,1200
2023-01-03,6.099999904632568,6.099999904632568,6.03000020980835,6.03000020980835,6.03000020980835,400
2023-01-04,6.099999904632568,6.300000190734863,6.099999904632568,6.099999904632568,6.099999904632568,3400
2023-01-05,6.099999904632568,6.099999904632568,6.099999904632568,6.099999904632568,6.099999904632568,0
2023-01-06,6.110000133514404,6.110000133514404,6.099999904632568,6.099999904632568,6.099999904632568,300
2023-01-09,6.130000114440918,6.340000152587891,6.130000114440918,6.340000152587891,6.340000152587891,1800
2023-01-10,6.119999885559082,6.119999885559082,6.119999885559082,6.119999885559082,6.119999885559082,400
2023-01-11,6.119999885559082,6.340000152587891,6.119999885559082,6.340000152587891,6.340000152587891,700
2023-01-12,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109,5.909999847412109,700
2023-01-13,6.440000057220459,6.440000057220459,6.260000228881836,6.329999923706055,6.329999923706055,5400
2023-01-17,6.039999961853027,6.440000057220459,6.039999961853027,6.230000019073486,6.230000019073486,16200
2023-01-18,6.070000171661377,6.400000095367432,6.070000171661377,6.369999885559082,6.369999885559082,1500
2023-01-19,6.179999828338623,6.179999828338623,6.139999866485596,6.139999866485596,6.139999866485596,1300
2023-01-20,6.139999866485596,6.139999866485596,6.139999866485596,6.139999866485596,6.139999866485596,400
2023-01-23,6.059999942779541,6.309999942779541,6.059999942779541,6.130000114440918,6.130000114440918,1900
2023-01-24,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,600
2023-01-25,6.210000038146973,6.25,6.210000038146973,6.25,6.25,1000
2023-01-26,7.03000020980835,7.03000020980835,6.349999904632568,6.400000095367432,6.400000095367432,3000
2023-01-27,6.199999809265137,6.210000038146973,6.199999809265137,6.210000038146973,6.210000038146973,600
2023-01-30,6.829999923706055,6.829999923706055,6.5,6.5,6.5,1200
