Date,Open,High,Low,Close,Adj Close,Volume
2022-12-08,57.27999877929688,57.58000183105469,57.09999847412109,57.560001373291016,55.723106384277344,297900
2022-12-09,58.0099983215332,58.93999862670898,57.5,57.52000045776367,55.684383392333984,589600
2022-12-12,57.45000076293945,57.59999847412109,56.79999923706055,57.36000061035156,55.52948760986328,338800
2022-12-13,58.119998931884766,58.29999923706055,57.02999877929688,57.09000015258789,55.268104553222656,398100
2022-12-14,56.91999816894531,57.41999816894531,56.33000183105469,56.68000030517578,54.87118911743164,322000
2022-12-15,56.119998931884766,56.34000015258789,55.720001220703125,55.84999847412109,54.06767654418945,425700
2022-12-16,54.650001525878906,54.97999954223633,53.97999954223633,54.66999816894531,52.925331115722656,864400
2022-12-19,54.040000915527344,54.79999923706055,53.54999923706055,53.95000076293945,52.228309631347656,561300
2022-12-20,54.130001068115234,54.880001068115234,53.72999954223633,54.43000030517578,52.6929931640625,633500
2022-12-21,54.86000061035156,55.15999984741211,54.52999877929688,54.869998931884766,53.11894989013672,585900
2022-12-22,54.77000045776367,54.77000045776367,53.47999954223633,54.0,52.27671813964844,460800
2022-12-23,54.29999923706055,55.02999877929688,53.93999862670898,54.81999969482422,53.07054901123047,318500
2022-12-27,54.720001220703125,54.93999862670898,54.470001220703125,54.630001068115234,52.88661193847656,264100
2022-12-28,54.90999984741211,55.08000183105469,53.83000183105469,53.83000183105469,52.11214447021485,440900
2022-12-29,53.4900016784668,54.130001068115234,53.31999969482422,53.84999847412109,52.561134338378906,351900
2022-12-30,53.540000915527344,54.27000045776367,53.38999938964844,54.16999816894531,52.87347412109375,780000
2023-01-03,54.060001373291016,55.220001220703125,53.91999816894531,54.869998931884766,53.55671691894531,691300
2023-01-04,55.04999923706055,55.43999862670898,54.650001525878906,55.11000061035156,53.79097366333008,386300
2023-01-05,55.0099983215332,55.02999877929688,54.209999084472656,54.68999862670898,53.38102722167969,411200
2023-01-06,55.06999969482422,55.93000030517578,54.9900016784668,55.869998931884766,54.53278732299805,370800
2023-01-09,55.959999084472656,56.20000076293945,55.45000076293945,55.869998931884766,54.53278732299805,380000
2023-01-10,56.0099983215332,57.06999969482422,55.91999816894531,57.0,55.635738372802734,484800
2023-01-11,57.0099983215332,57.36000061035156,56.540000915527344,56.65999984741211,55.30387496948242,349600
2023-01-12,56.880001068115234,57.02000045776367,56.310001373291016,56.33000183105469,54.98177337646485,308400
2023-01-13,56.040000915527344,57.09999847412109,55.86000061035156,56.900001525878906,55.53813552856445,275800
2023-01-17,57.09999847412109,57.09999847412109,56.060001373291016,56.34999847412109,55.00129699707031,253300
2023-01-18,56.400001525878906,56.97999954223633,56.29999923706055,56.54999923706055,55.196510314941406,460500
2023-01-19,56.150001525878906,56.61000061035156,56.04999923706055,56.400001525878906,55.05009841918945,398400
2023-01-20,56.65999984741211,57.09000015258789,56.15999984741211,57.06999969482422,55.704063415527344,536000
2023-01-23,57.310001373291016,57.59999847412109,56.84000015258789,57.56999969482422,56.19209671020508,409700
2023-01-24,57.29999923706055,58.5099983215332,57.27000045776367,58.13999938964844,56.74845123291016,507300
2023-01-25,57.97999954223633,59.380001068115234,57.97999954223633,59.130001068115234,57.71475601196289,612200
2023-01-26,60.0,63.4900016784668,59.52999877929688,63.470001220703125,61.95088577270508,1398500
2023-01-27,63.66999816894531,63.9900016784668,61.93000030517578,62.43000030517578,60.93577575683594,642200
2023-01-30,62.33000183105469,62.59999847412109,61.43999862670898,61.7599983215332,60.28180694580078,575100
2023-01-31,61.93999862670898,62.59999847412109,61.150001525878906,62.56999969482422,61.07242584228516,561300
2023-02-01,61.91999816894531,62.13999938964844,61.29999923706055,61.540000915527344,60.06707763671875,680600
2023-02-02,61.5,61.5,59.18000030517578,60.56999969482422,59.12029266357422,723700
2023-02-03,60.540000915527344,60.72999954223633,59.790000915527344,60.27000045776367,58.82747268676758,553800
2023-02-06,60.150001525878906,61.0099983215332,59.84000015258789,60.84999847412109,59.39358901977539,452400
2023-02-07,60.59999847412109,62.18999862670898,60.59000015258789,62.130001068115234,60.64295959472656,422300
2023-02-08,61.90999984741211,62.720001220703125,61.56999969482422,62.18999862670898,60.70151519775391,500500
2023-02-09,62.619998931884766,63.93000030517578,62.560001373291016,62.810001373291016,61.30668258666992,1082900
2023-02-10,62.810001373291016,62.83000183105469,62.15999984741211,62.61000061035156,61.11146926879883,730200
2023-02-13,62.59000015258789,63.209999084472656,62.47999954223633,63.18000030517578,61.66782760620117,406900
